,mechanism,type,rate,nrow,ncol,total_memory_MB
490,ENAR,AddDelta,0.9,100000,10,33.299
491,EAR,AddDelta,0.25,10000,2,2.378
492,ENAR,MissingValueNumeric,0.9,100,4,0.018945
493,ECAR,AddDelta,0.25,1000,4,0.120688
494,EAR,AddDelta,0.9,100000,4,41.23
495,ENAR,AddDelta,0.5,1000,4,0.244195
496,ENAR,MissingValueNumeric,0.5,10000,6,2.426
497,ECAR,AddDelta,0.1,100,4,0.009266
498,EAR,MissingValueNumeric,0.25,1000000,8,368.291
499,ENAR,MissingValueNumeric,0.1,1000,6,0.18468
500,EAR,MissingValueNumeric,0.25,100000,6,30.778
501,ENAR,MissingValueNumeric,0.75,100,6,0.020867
502,ENAR,MissingValueNumeric,0.1,1000,8,0.20169499999999999
503,ENAR,MissingValueNumeric,0.25,1000,2,0.178648
504,ENAR,AddDelta,0.1,1000,4,0.183258
505,ENAR,MissingValueNumeric,0.9,10000,8,3.134
506,ENAR,AddDelta,0.1,1000000,8,213.122
507,ENAR,MissingValueNumeric,0.75,1000,10,0.311461
508,EAR,AddDelta,0.1,100000,6,29.869
509,ECAR,MissingValueNumeric,0.5,100000,4,11.24
510,ENAR,AddDelta,0.75,10000,4,2.764
511,ECAR,AddDelta,0.25,1000000,8,148.667
512,ECAR,MissingValueNumeric,0.75,100000,6,14.268
513,ECAR,AddDelta,0.5,100000,10,18.012
514,EAR,AddDelta,0.5,100000,2,25.557
515,ENAR,AddDelta,0.5,100000,2,21.817
516,ENAR,MissingValueNumeric,0.9,1000,10,0.33021100000000003
517,ECAR,MissingValueNumeric,0.1,10000,4,0.929938
518,ENAR,AddDelta,0.75,100,8,0.022719
519,ECAR,AddDelta,0.9,100000,8,18.394
520,EAR,AddDelta,0.5,1000,4,0.33936700000000003
521,ENAR,AddDelta,0.1,10000,2,1.676
522,ECAR,AddDelta,0.25,1000,10,0.173391
523,ENAR,MissingValueNumeric,0.25,1000,4,0.196227
524,ENAR,MissingValueNumeric,0.9,100,10,0.022633
525,ECAR,AddDelta,0.1,100000,10,15.914
526,ECAR,MissingValueNumeric,0.75,1000000,6,140.082
527,ENAR,AddDelta,0.1,1000,6,0.20083600000000001
528,ECAR,MissingValueNumeric,0.1,1000000,10,141.752
529,EAR,MissingValueNumeric,0.5,100,6,0.036367
530,ECAR,MissingValueNumeric,0.1,100000,4,9.142
531,ENAR,AddDelta,0.25,100,8,0.021734000000000003
532,EAR,AddDelta,0.75,100000,4,36.927
533,ECAR,AddDelta,0.9,100,2,0.008688000000000001
534,EAR,MissingValueNumeric,0.9,1000,2,0.325336
535,ECAR,AddDelta,0.1,1000,8,0.139141
536,ECAR,MissingValueNumeric,0.1,100,6,0.009703
537,ENAR,MissingValueNumeric,0.9,100000,10,31.677
538,ENAR,AddDelta,0.25,1000000,4,201.099
539,EAR,AddDelta,0.75,100000,4,36.927
540,ENAR,AddDelta,0.9,1000000,8,326.147
541,ENAR,AddDelta,0.9,1000,6,0.311773
542,ECAR,MissingValueNumeric,0.75,1000,6,0.15285900000000002
543,EAR,AddDelta,0.9,10000,8,5.251
544,ENAR,MissingValueNumeric,0.9,1000000,8,308.933
545,EAR,MissingValueNumeric,0.5,1000000,10,483.235
546,EAR,AddDelta,0.9,10000,10,5.865
547,ENAR,MissingValueNumeric,0.25,1000,6,0.213805
548,ENAR,MissingValueNumeric,0.25,100000,8,21.46
549,ENAR,AddDelta,0.25,100,8,0.021734000000000003
550,ECAR,MissingValueNumeric,0.25,1000,4,0.103938
551,ECAR,MissingValueNumeric,0.25,10000,2,0.8692770000000001
552,ECAR,AddDelta,0.9,100,6,0.011797
553,ENAR,MissingValueNumeric,0.1,10000,8,2.028
554,EAR,MissingValueNumeric,0.75,100000,6,41.218
555,ECAR,MissingValueNumeric,0.25,1000,10,0.156672
556,ECAR,MissingValueNumeric,0.75,1000000,10,174.415
557,ENAR,AddDelta,0.75,10000,4,2.763
558,ENAR,MissingValueNumeric,0.25,100,8,0.020641
559,ECAR,MissingValueNumeric,0.5,10000,4,1.202
560,EAR,MissingValueNumeric,0.25,100000,8,35.928
561,EAR,AddDelta,0.75,100,4,0.034109
562,ECAR,AddDelta,0.25,100,6,0.011328
563,ENAR,AddDelta,0.5,100,2,0.016461
564,ECAR,AddDelta,0.9,1000000,10,198.21
565,EAR,MissingValueNumeric,0.1,100,6,0.033711
566,ECAR,AddDelta,0.25,10000,8,1.527
567,EAR,MissingValueNumeric,0.25,1000,2,0.228852
568,ENAR,AddDelta,0.1,1000000,4,178.79
569,EAR,AddDelta,0.75,10000,2,3.183
570,ENAR,AddDelta,0.1,100,4,0.017710999999999998
571,EAR,AddDelta,0.75,1000000,8,504.958
572,ECAR,MissingValueNumeric,0.9,1000,10,0.20421899999999998
573,ENAR,AddDelta,0.5,10000,8,2.76
574,EAR,MissingValueNumeric,0.1,100000,8,33.167
575,ENAR,AddDelta,0.25,1000,10,0.26668000000000003
576,EAR,MissingValueNumeric,0.75,1000,8,0.48485199999999995
577,ENAR,MissingValueNumeric,0.1,1000000,2,144.411
578,ENAR,MissingValueNumeric,0.5,1000000,6,235.516
579,ENAR,AddDelta,0.9,100,10,0.024727
580,EAR,AddDelta,0.25,10000,4,2.893
581,ECAR,MissingValueNumeric,0.25,100,4,0.008141
582,EAR,MissingValueNumeric,0.9,10000,6,4.474
583,EAR,AddDelta,0.75,10000,2,3.184
584,ECAR,AddDelta,0.9,100,10,0.014922000000000001
585,ENAR,MissingValueNumeric,0.5,100000,4,20.911
586,ECAR,MissingValueNumeric,0.5,1000000,10,161.778
587,ECAR,MissingValueNumeric,0.9,100,2,0.0075780000000000005
588,EAR,MissingValueNumeric,0.1,100000,6,28.246
589,ECAR,AddDelta,0.9,100,2,0.008688000000000001
590,ECAR,AddDelta,0.1,1000000,6,123.632
591,EAR,AddDelta,0.25,100000,10,42.701
592,EAR,AddDelta,0.5,100,2,0.025648
593,ENAR,MissingValueNumeric,0.9,1000000,6,291.768
594,ENAR,AddDelta,0.5,100000,6,24.25
595,ENAR,AddDelta,0.25,1000000,2,183.933
596,EAR,MissingValueNumeric,0.9,100,8,0.046883
597,ECAR,MissingValueNumeric,0.9,10000,8,1.843
598,ECAR,AddDelta,0.25,1000000,8,148.666
599,ECAR,AddDelta,0.5,1000000,4,126.493
600,EAR,MissingValueNumeric,0.5,10000,6,3.724
601,ECAR,MissingValueNumeric,0.25,1000000,6,115.286
602,EAR,MissingValueNumeric,0.9,1000,8,0.514148
603,ENAR,AddDelta,0.25,100,6,0.020391
604,ECAR,AddDelta,0.25,10000,4,1.184
605,ENAR,AddDelta,0.75,1000000,6,288.387
606,ECAR,MissingValueNumeric,0.5,100,6,0.009703
607,ENAR,MissingValueNumeric,0.9,1000,4,0.277477
608,ECAR,MissingValueNumeric,0.75,1000000,4,122.916
609,EAR,MissingValueNumeric,0.5,10000,2,2.617
610,ECAR,MissingValueNumeric,0.1,1000000,8,124.584
611,ECAR,AddDelta,0.5,1000000,2,109.327
612,ENAR,AddDelta,0.9,100000,8,31.582
613,EAR,MissingValueNumeric,0.1,1000,2,0.195648
614,EAR,AddDelta,0.25,1000,8,0.403914
615,ECAR,AddDelta,0.5,10000,6,1.537
616,ECAR,MissingValueNumeric,0.1,100000,8,12.575
617,ECAR,MissingValueNumeric,0.9,100000,2,11.623
618,ENAR,MissingValueNumeric,0.9,1000000,4,274.601
619,ECAR,MissingValueNumeric,0.1,1000,2,0.07021899999999999
620,ENAR,AddDelta,0.9,1000,2,0.276617
621,EAR,MissingValueNumeric,0.1,1000,6,0.297086
622,EAR,AddDelta,0.1,1000000,10,398.105
623,ECAR,AddDelta,0.5,100000,2,11.146
624,ENAR,MissingValueNumeric,0.9,1000000,10,326.099
625,ENAR,AddDelta,0.25,100000,8,23.083
626,EAR,MissingValueNumeric,0.1,10000,6,2.941
627,ECAR,AddDelta,0.9,1000000,6,163.877
628,ECAR,MissingValueNumeric,0.9,1000000,2,113.331
629,EAR,AddDelta,0.25,100000,8,37.55
630,ENAR,AddDelta,0.25,10000,8,2.415
631,ECAR,MissingValueNumeric,0.5,10000,10,1.717
632,ECAR,MissingValueNumeric,0.75,1000000,2,105.749
633,ENAR,AddDelta,0.1,100,8,0.021617
634,ENAR,AddDelta,0.1,10000,6,2.019
635,EAR,MissingValueNumeric,0.1,100,2,0.025242
636,ECAR,AddDelta,0.25,1000,2,0.10309399999999999
637,EAR,AddDelta,0.75,100000,10,54.666
638,ECAR,MissingValueNumeric,0.9,100,4,0.009141
639,ENAR,AddDelta,0.1,100000,2,16.201
640,ECAR,MissingValueNumeric,0.5,1000,4,0.121609
641,ECAR,MissingValueNumeric,0.75,1000000,8,157.248
642,ECAR,MissingValueNumeric,0.5,100,2,0.0065780000000000005
643,ENAR,AddDelta,0.1,10000,4,1.848
644,ECAR,AddDelta,0.25,1000000,2,97.167
645,ECAR,MissingValueNumeric,0.75,100000,4,12.552
646,ECAR,MissingValueNumeric,0.25,1000,10,0.156672
647,ECAR,AddDelta,0.9,10000,4,1.663
648,EAR,AddDelta,0.25,10000,6,3.408
649,ECAR,AddDelta,0.75,10000,8,1.922
650,ECAR,MissingValueNumeric,0.75,1000000,8,157.248
651,EAR,AddDelta,0.25,100000,4,27.25
652,ENAR,AddDelta,0.9,1000,10,0.34693
653,ENAR,MissingValueNumeric,0.75,10000,2,2.429
654,ENAR,MissingValueNumeric,0.75,1000,10,0.311461
655,ENAR,MissingValueNumeric,0.75,100,2,0.016156
656,ECAR,MissingValueNumeric,0.75,1000,4,0.135281
657,EAR,MissingValueNumeric,0.75,10000,2,3.02
658,ECAR,MissingValueNumeric,0.1,1000,10,0.141
659,ENAR,AddDelta,0.9,100000,4,28.149
660,EAR,AddDelta,0.9,1000000,10,601.268
661,ECAR,MissingValueNumeric,0.75,10000,10,1.93
662,EAR,MissingValueNumeric,0.25,1000000,10,419.79
663,EAR,AddDelta,0.1,1000000,6,299.686
664,EAR,MissingValueNumeric,0.25,10000,2,2.215
665,ECAR,MissingValueNumeric,0.75,100,2,0.0075780000000000005
666,EAR,AddDelta,0.9,1000000,2,357.602
667,ECAR,AddDelta,0.75,10000,10,2.093
668,ENAR,MissingValueNumeric,0.75,100000,6,26.513
669,EAR,MissingValueNumeric,0.25,10000,10,4.274
670,ENAR,MissingValueNumeric,0.75,1000,6,0.276305
671,ENAR,AddDelta,0.25,100,2,0.016461
672,ECAR,AddDelta,0.75,100,2,0.008688000000000001
673,ENAR,AddDelta,0.9,100,8,0.022945
674,EAR,AddDelta,0.5,1000,8,0.45274200000000003
675,ENAR,AddDelta,0.5,100,8,0.021929999999999998
676,ECAR,MissingValueNumeric,0.5,10000,4,1.202
677,ECAR,MissingValueNumeric,0.5,100,4,0.008141
678,EAR,MissingValueNumeric,0.5,100,2,0.024555
679,ENAR,AddDelta,0.5,100000,2,21.817
680,EAR,MissingValueNumeric,0.75,10000,10,5.386
681,EAR,AddDelta,0.25,1000000,10,436.003
682,ECAR,AddDelta,0.25,100,10,0.013922
683,ENAR,MissingValueNumeric,0.5,1000,6,0.245055
684,EAR,AddDelta,0.25,100000,2,23.1
685,EAR,AddDelta,0.5,1000,6,0.397055
686,EAR,AddDelta,0.75,10000,6,4.366
687,ECAR,MissingValueNumeric,0.25,1000,2,0.08635899999999999
688,ENAR,MissingValueNumeric,0.1,1000,2,0.148961
689,ENAR,MissingValueNumeric,0.75,1000000,8,288.339
690,EAR,AddDelta,0.75,100000,2,31.014
691,EAR,AddDelta,0.75,10000,2,3.183
692,ECAR,MissingValueNumeric,0.1,100,2,0.007141
693,ENAR,AddDelta,0.5,100000,6,24.25
694,ECAR,MissingValueNumeric,0.9,100000,4,13.338
695,ECAR,AddDelta,0.75,10000,4,1.578
696,EAR,MissingValueNumeric,0.5,100,4,0.030852
697,EAR,AddDelta,0.5,10000,6,3.887
698,ENAR,MissingValueNumeric,0.9,100000,2,24.812
699,ECAR,AddDelta,0.9,100,8,0.013359
700,EAR,AddDelta,0.5,100,2,0.025648
701,ENAR,AddDelta,0.5,1000000,2,218.398
702,ENAR,MissingValueNumeric,0.1,100,8,0.020523
703,ECAR,MissingValueNumeric,0.5,1000,2,0.10403100000000001
704,EAR,MissingValueNumeric,0.75,100,6,0.039922
705,EAR,AddDelta,0.1,100,4,0.03007
706,ENAR,AddDelta,0.1,1000000,6,195.956
707,ECAR,AddDelta,0.25,100,6,0.010797000000000001
708,ENAR,MissingValueNumeric,0.75,100000,4,24.796
709,EAR,MissingValueNumeric,0.5,1000000,8,427.923
710,EAR,AddDelta,0.9,1000,8,0.531867
711,ECAR,MissingValueNumeric,0.1,1000,8,0.122422
712,ENAR,MissingValueNumeric,0.9,10000,4,2.79
713,EAR,MissingValueNumeric,0.5,10000,8,4.277
714,ENAR,AddDelta,0.5,100000,10,27.683
715,ENAR,MissingValueNumeric,0.75,100000,8,28.23
716,ENAR,MissingValueNumeric,0.25,10000,2,1.737
717,ECAR,MissingValueNumeric,0.9,100000,6,15.055
718,ECAR,AddDelta,0.1,100000,10,15.914
719,EAR,MissingValueNumeric,0.5,1000000,4,317.295
720,EAR,AddDelta,0.9,1000,4,0.405992
721,ECAR,AddDelta,0.5,1000,4,0.138359
722,EAR,AddDelta,0.1,10000,6,3.104
723,EAR,AddDelta,0.5,1000,10,0.50943
724,ENAR,MissingValueNumeric,0.9,10000,6,2.962
725,ECAR,AddDelta,0.25,1000,8,0.155812
726,EAR,MissingValueNumeric,0.25,100000,6,30.779
727,ENAR,MissingValueNumeric,0.25,1000,10,0.24896100000000002
728,ECAR,AddDelta,0.25,100,8,0.012359
729,EAR,AddDelta,0.1,10000,2,2.121
730,ENAR,MissingValueNumeric,0.5,100,8,0.020835999999999997
731,EAR,MissingValueNumeric,0.25,1000,4,0.28263299999999997
732,EAR,AddDelta,0.75,100,8,0.046703
733,EAR,MissingValueNumeric,0.25,100,4,0.029094000000000002
734,EAR,MissingValueNumeric,0.75,1000,6,0.42425799999999997
735,ECAR,AddDelta,0.75,1000,6,0.169578
736,ECAR,AddDelta,0.25,10000,10,1.699
737,EAR,AddDelta,0.25,1000000,10,436.003
738,ECAR,MissingValueNumeric,0.75,100,8,0.012266
739,ENAR,MissingValueNumeric,0.75,10000,2,2.428
740,EAR,MissingValueNumeric,0.75,1000000,6,429.616
741,EAR,MissingValueNumeric,0.25,10000,2,2.214
742,EAR,MissingValueNumeric,0.75,10000,8,4.795
743,EAR,MissingValueNumeric,0.25,100,10,0.04525
744,ENAR,AddDelta,0.9,100000,10,33.299
745,ENAR,MissingValueNumeric,0.75,10000,4,2.6
746,ECAR,AddDelta,0.25,10000,6,1.355
747,ENAR,AddDelta,0.25,10000,4,2.071
748,ENAR,MissingValueNumeric,0.5,1000,4,0.227477
749,ECAR,AddDelta,0.75,100000,8,17.607
750,ECAR,MissingValueNumeric,0.5,1000,8,0.157766
751,EAR,MissingValueNumeric,0.25,100,8,0.041906
752,ENAR,AddDelta,0.1,100,4,0.017710999999999998
753,EAR,AddDelta,0.75,10000,2,3.183
754,EAR,MissingValueNumeric,0.75,1000,4,0.363664
755,EAR,MissingValueNumeric,0.9,100,2,0.02768
756,ECAR,MissingValueNumeric,0.5,100,6,0.010702999999999999
757,EAR,AddDelta,0.25,100,2,0.025453
758,ECAR,MissingValueNumeric,0.5,100,4,0.009141
759,EAR,MissingValueNumeric,0.9,100000,10,58.033
760,ENAR,MissingValueNumeric,0.9,10000,2,2.619
761,ECAR,MissingValueNumeric,0.9,10000,6,1.671
762,ECAR,AddDelta,0.75,1000000,4,139.129
763,ECAR,AddDelta,0.1,1000,2,0.086422
764,ECAR,MissingValueNumeric,0.1,1000000,4,90.252
765,EAR,AddDelta,0.9,10000,10,5.865
766,EAR,MissingValueNumeric,0.75,100,10,0.050734
767,EAR,AddDelta,0.9,1000000,2,357.601
768,ECAR,AddDelta,0.25,100,4,0.010266
769,EAR,AddDelta,0.5,1000,10,0.50943
770,ECAR,MissingValueNumeric,0.1,1000,8,0.122422
771,EAR,AddDelta,0.5,10000,8,4.44
772,ENAR,AddDelta,0.25,1000,2,0.19536699999999999
773,EAR,AddDelta,0.75,100000,10,54.666
774,ENAR,AddDelta,0.75,100000,8,29.851
775,EAR,MissingValueNumeric,0.75,1000000,10,547.872
776,EAR,AddDelta,0.1,100,2,0.025335999999999997
777,ECAR,AddDelta,0.9,100,10,0.014922000000000001
778,ECAR,MissingValueNumeric,0.1,100000,10,14.293
779,ENAR,AddDelta,0.25,10000,6,2.243
780,ECAR,AddDelta,0.5,1000,2,0.12076600000000001
781,EAR,MissingValueNumeric,0.25,100,8,0.040906
782,ENAR,AddDelta,0.75,100000,6,28.135
783,ENAR,AddDelta,0.75,1000,4,0.275445
784,EAR,MissingValueNumeric,0.1,100,6,0.033711
785,EAR,AddDelta,0.5,1000000,4,333.509
786,ENAR,MissingValueNumeric,0.5,1000,6,0.245055
787,ECAR,MissingValueNumeric,0.5,100000,10,16.39
788,ENAR,MissingValueNumeric,0.25,1000000,4,183.886
789,ECAR,MissingValueNumeric,0.25,1000,8,0.139094
790,ENAR,MissingValueNumeric,0.75,1000,10,0.311461
791,ECAR,MissingValueNumeric,0.25,10000,6,1.192
792,ECAR,MissingValueNumeric,0.25,1000000,10,149.618
793,ECAR,MissingValueNumeric,0.5,10000,6,1.374
794,ECAR,MissingValueNumeric,0.75,10000,10,1.931
795,EAR,AddDelta,0.25,1000,4,0.29835199999999995
796,ECAR,AddDelta,0.25,1000,6,0.138234
797,EAR,AddDelta,0.75,10000,8,4.957
798,EAR,MissingValueNumeric,0.5,10000,10,4.83
799,ECAR,AddDelta,0.9,10000,10,2.178
800,ECAR,MissingValueNumeric,0.1,100000,2,7.427
801,EAR,AddDelta,0.5,100000,4,31.089
802,ENAR,AddDelta,0.25,100,4,0.017828
803,ENAR,MissingValueNumeric,0.25,100,10,0.021422
804,EAR,MissingValueNumeric,0.25,1000000,6,316.792
805,EAR,AddDelta,0.5,10000,8,4.44
806,EAR,AddDelta,0.9,1000000,8,539.851
807,ECAR,AddDelta,0.5,1000000,4,126.493
808,ENAR,MissingValueNumeric,0.75,10000,2,2.428
809,ECAR,AddDelta,0.25,100,4,0.009266
810,ECAR,AddDelta,0.9,100000,6,16.677
811,ENAR,AddDelta,0.25,10000,4,2.071
812,ENAR,AddDelta,0.9,10000,8,3.297
813,EAR,MissingValueNumeric,0.25,1000000,2,215.795
814,ENAR,MissingValueNumeric,0.5,1000000,6,235.518
815,ECAR,MissingValueNumeric,0.5,10000,4,1.203
816,ECAR,AddDelta,0.5,1000000,4,126.493
817,ECAR,MissingValueNumeric,0.5,1000,10,0.174344
818,ECAR,MissingValueNumeric,0.75,10000,6,1.586
819,EAR,AddDelta,0.1,100,8,0.04032
820,ECAR,AddDelta,0.25,1000000,10,165.832
821,ENAR,AddDelta,0.75,1000,8,0.310602
822,ENAR,MissingValueNumeric,0.5,1000,2,0.209898
823,EAR,AddDelta,0.5,10000,10,4.993
824,EAR,MissingValueNumeric,0.9,100,2,0.02768
825,EAR,AddDelta,0.25,1000,2,0.24556999999999998
826,ECAR,MissingValueNumeric,0.75,100000,6,14.269
827,ENAR,MissingValueNumeric,0.5,100000,4,20.911
828,EAR,MissingValueNumeric,0.5,100,4,0.030852
829,ECAR,AddDelta,0.9,100,8,0.013359
830,ENAR,MissingValueNumeric,0.1,1000000,4,161.577
831,ECAR,AddDelta,0.75,1000000,4,139.13
832,EAR,MissingValueNumeric,0.1,100000,2,18.404
833,ECAR,MissingValueNumeric,0.25,1000000,8,132.452
834,ENAR,AddDelta,0.75,100,4,0.018812000000000002
835,ECAR,MissingValueNumeric,0.75,10000,4,1.416
836,ECAR,MissingValueNumeric,0.5,100000,4,11.24
837,ECAR,MissingValueNumeric,0.9,1000,6,0.16906200000000002
838,ECAR,AddDelta,0.5,1000000,2,109.327
839,ECAR,AddDelta,0.9,10000,10,2.178
840,ENAR,MissingValueNumeric,0.25,100000,8,21.459
841,ENAR,MissingValueNumeric,0.1,1000,2,0.148961
842,ECAR,AddDelta,0.1,10000,2,0.9212809999999999
843,ECAR,AddDelta,0.25,10000,8,1.527
844,EAR,MissingValueNumeric,0.1,1000,8,0.346961
845,ECAR,AddDelta,0.25,1000000,4,114.334
846,ENAR,MissingValueNumeric,0.1,100000,8,19.729
847,EAR,AddDelta,0.9,1000000,6,480.435
848,ENAR,MissingValueNumeric,0.9,100000,8,29.96
849,ECAR,MissingValueNumeric,0.25,10000,6,1.193
850,EAR,AddDelta,0.9,1000000,4,419.018
851,ECAR,MissingValueNumeric,0.25,100,4,0.008141
852,EAR,AddDelta,0.25,1000,10,0.456695
853,EAR,MissingValueNumeric,0.5,10000,4,3.17
854,ENAR,MissingValueNumeric,0.5,100,6,0.019492000000000002
855,ECAR,AddDelta,0.25,1000,2,0.10309399999999999
856,EAR,MissingValueNumeric,0.9,10000,4,3.859
857,ENAR,AddDelta,0.75,100,4,0.018812000000000002
858,ENAR,MissingValueNumeric,0.9,100000,10,31.677
859,EAR,MissingValueNumeric,0.9,100,6,0.039960999999999997
860,ENAR,MissingValueNumeric,0.25,100,2,0.015367
861,ECAR,MissingValueNumeric,0.1,100,4,0.009141
862,ENAR,MissingValueNumeric,0.75,1000000,6,271.173
863,ENAR,AddDelta,0.9,10000,4,2.953
864,ENAR,MissingValueNumeric,0.9,100000,8,29.96
865,EAR,MissingValueNumeric,0.5,10000,2,2.617
866,EAR,MissingValueNumeric,0.9,100000,6,45.75
867,EAR,MissingValueNumeric,0.25,1000,10,0.43997699999999995
868,EAR,MissingValueNumeric,0.1,1000000,4,234.263
869,EAR,MissingValueNumeric,0.9,100,10,0.052242
870,EAR,MissingValueNumeric,0.75,100000,6,41.218
871,ENAR,AddDelta,0.25,1000000,10,252.598
872,ENAR,AddDelta,0.75,1000,4,0.275445
873,ECAR,AddDelta,0.5,10000,6,1.537
874,EAR,MissingValueNumeric,0.1,100,10,0.043491999999999996
875,EAR,MissingValueNumeric,0.5,100000,10,46.061
876,ENAR,MissingValueNumeric,0.5,100000,10,26.061
877,ECAR,AddDelta,0.1,10000,6,1.243
878,ENAR,AddDelta,0.75,100,6,0.020960999999999997
879,EAR,MissingValueNumeric,0.9,100000,2,33.466
880,ENAR,AddDelta,0.5,1000,6,0.26277300000000003
881,EAR,AddDelta,0.75,100,2,0.028203
882,EAR,AddDelta,0.9,1000000,4,419.018
883,ECAR,AddDelta,0.1,1000000,8,140.799
884,ENAR,MissingValueNumeric,0.5,100000,8,24.344
885,ECAR,AddDelta,0.25,100000,6,13.268
886,EAR,MissingValueNumeric,0.1,100000,2,18.404
887,ECAR,AddDelta,0.9,100000,6,16.677
888,ENAR,AddDelta,0.25,1000000,10,252.598
889,EAR,MissingValueNumeric,0.1,100000,6,28.247
890,ENAR,AddDelta,0.5,10000,4,2.417
891,ECAR,AddDelta,0.25,10000,8,1.527
892,EAR,AddDelta,0.9,100,10,0.053336
893,ECAR,MissingValueNumeric,0.75,100000,8,15.985
894,EAR,AddDelta,0.75,10000,10,5.549
895,ENAR,MissingValueNumeric,0.5,1000000,2,201.184
896,EAR,MissingValueNumeric,0.25,1000000,10,419.79
897,EAR,MissingValueNumeric,0.25,100000,6,30.778
898,ECAR,MissingValueNumeric,0.25,100000,4,9.929
899,ENAR,AddDelta,0.25,100000,2,17.932
900,ENAR,AddDelta,0.5,1000000,6,252.73
901,EAR,MissingValueNumeric,0.5,100,6,0.036367
902,ENAR,MissingValueNumeric,0.75,1000000,10,305.505
903,EAR,MissingValueNumeric,0.5,100,10,0.047398
904,ENAR,AddDelta,0.9,100,10,0.023727
905,EAR,MissingValueNumeric,0.5,100,2,0.024555
906,ENAR,AddDelta,0.5,100,8,0.021929999999999998
907,ECAR,AddDelta,0.1,10000,8,1.415
908,ENAR,MissingValueNumeric,0.1,1000,8,0.20169499999999999
909,ENAR,AddDelta,0.75,100,10,0.0245
910,EAR,MissingValueNumeric,0.75,100000,10,53.043
911,EAR,MissingValueNumeric,0.9,10000,6,4.474
912,ENAR,MissingValueNumeric,0.25,1000000,10,235.384
913,EAR,MissingValueNumeric,0.25,10000,6,3.244
914,ENAR,MissingValueNumeric,0.5,100,2,0.015367
915,ECAR,MissingValueNumeric,0.1,10000,4,0.929938
916,ECAR,MissingValueNumeric,0.9,100000,10,18.488
917,ENAR,AddDelta,0.25,100000,8,23.082
918,ENAR,AddDelta,0.9,100,10,0.023727
919,ENAR,MissingValueNumeric,0.1,100,4,0.016617
920,ECAR,AddDelta,0.1,1000,8,0.139141
921,ECAR,AddDelta,0.5,10000,6,1.538
922,EAR,AddDelta,0.5,1000000,6,388.822
923,ECAR,AddDelta,0.1,10000,8,1.415
924,EAR,AddDelta,0.5,100,6,0.037461
925,ECAR,MissingValueNumeric,0.5,10000,6,1.374
926,ENAR,MissingValueNumeric,0.9,100,2,0.016382999999999998
927,ECAR,AddDelta,0.75,100000,6,15.891
928,ENAR,AddDelta,0.75,100000,4,26.418
929,ENAR,MissingValueNumeric,0.9,100,2,0.016382999999999998
930,ECAR,AddDelta,0.25,1000000,6,131.5
931,ENAR,AddDelta,0.25,10000,2,1.9
932,EAR,MissingValueNumeric,0.1,10000,8,3.434
933,EAR,MissingValueNumeric,0.25,1000,10,0.43997699999999995
934,EAR,AddDelta,0.25,1000000,8,384.505
935,ENAR,AddDelta,0.1,1000000,2,161.624
936,ENAR,AddDelta,0.75,10000,6,2.935
937,ENAR,MissingValueNumeric,0.1,100,2,0.015054999999999999
938,EAR,MissingValueNumeric,0.25,1000000,4,265.294
939,ECAR,MissingValueNumeric,0.5,100000,6,12.957
940,EAR,MissingValueNumeric,0.25,1000,10,0.43997699999999995
941,ECAR,MissingValueNumeric,0.25,10000,2,0.8692770000000001
942,ECAR,MissingValueNumeric,0.25,10000,10,1.537
943,ENAR,AddDelta,0.75,1000,2,0.257867
944,ECAR,MissingValueNumeric,0.1,10000,10,1.423
945,ECAR,AddDelta,0.5,100,6,0.010797000000000001
946,ENAR,MissingValueNumeric,0.9,10000,10,3.305
947,ECAR,MissingValueNumeric,0.75,100,4,0.009141
948,EAR,MissingValueNumeric,0.1,10000,10,3.925
949,ECAR,MissingValueNumeric,0.5,1000,8,0.156766
950,EAR,MissingValueNumeric,0.5,1000,4,0.32264800000000005
951,ENAR,MissingValueNumeric,0.1,1000,6,0.184117
952,ECAR,MissingValueNumeric,0.1,1000,2,0.070688
953,EAR,MissingValueNumeric,0.9,100,6,0.039960999999999997
954,ECAR,AddDelta,0.75,1000,10,0.204734
955,ENAR,MissingValueNumeric,0.5,100,8,0.020835999999999997
956,ECAR,MissingValueNumeric,0.5,1000000,10,161.778
957,ECAR,AddDelta,0.75,1000,8,0.18715600000000002
958,ENAR,AddDelta,0.9,100000,10,33.299
959,EAR,MissingValueNumeric,0.1,10000,4,2.449
960,EAR,MissingValueNumeric,0.1,1000,4,0.246086
961,EAR,MissingValueNumeric,0.5,1000000,2,261.982
962,ECAR,MissingValueNumeric,0.9,1000000,8,164.83
963,EAR,MissingValueNumeric,0.9,1000000,8,525.639
964,EAR,MissingValueNumeric,0.9,10000,4,3.859
965,EAR,MissingValueNumeric,0.1,1000000,6,283.472
966,ECAR,AddDelta,0.5,10000,8,1.709
967,EAR,AddDelta,0.75,100000,8,48.754
968,ENAR,AddDelta,0.9,100,8,0.022945
969,ENAR,AddDelta,0.25,1000,6,0.230523
970,ENAR,AddDelta,0.75,100000,6,28.136
971,EAR,AddDelta,0.1,10000,10,4.088
972,ENAR,MissingValueNumeric,0.25,10000,6,2.08
973,EAR,AddDelta,0.25,10000,4,2.893
974,EAR,MissingValueNumeric,0.75,1000000,10,547.872
975,ENAR,AddDelta,0.9,1000000,8,326.147
976,ECAR,AddDelta,0.75,10000,8,1.921
